JECPO,Joint Electronic Commerce Program Office
JED,Joint Education and Doctrine
JEDD,Joint Education and Doctrine Division
JEEP,joint emergency evacuation plan
JEFF,Joint Expeditionary Forensic Facility
JEL,Joint Electronic Library
JEL+,Joint Electronic Library Plus
JEM,joint exercise manual
JEMB,joint environmental management board
JEMP,joint exercise management package
JEMSMO,joint electromagnetic spectrum management operations
JEMSO,joint electromagnetic spectrum operations
JENM,joint enterprise network manager
JEP,Joint Exercise Program
JI,joint inspection
JIA,joint individual augmentation
JIA,joint individual augmentee
JIACG,joint interagency coordination group
JIADS,joint integrated air defense system
JIATF,joint interagency task force
JIATF-E,joint interagency task force - East
JIATF-S,Joint Interagency Task Force-South
JIATF-W,Joint Interagency Task Force-West
JIC,joint information center
JICC,joint information coordination center
JICC,joint interface control cell
JICO,joint interface control officer
JICPAC,"Joint Intelligence Center, Pacific"
JICTRANS,Joint Intelligence Center for Transportation
JIDC,joint intelligence and debriefing center
JIDC,joint interrogation and debriefing center
JIEDDO,Joint Improvised Explosive Device Defeat Organization
JIEE,Joint Information Exchange Environment
JIEO,joint interoperability engineering organization
JIEP,joint intelligence estimate for planning
JIES,joint interoperability evaluation system
JIG,joint interrogation group
JILE,joint intelligence liaison element
JIMB,joint information management board
JIMP,joint implementation master plan
JIMPP,joint industrial mobilization planning process
JIMS,joint information management system
JINTACCS,Joint Interoperability of Tactical Command and Control Systems
JIO,joint interrogation operations
JIOC,joint information operations center
JIOC,joint intelligence operations center
JIOCPAC,"Joint Intelligence Operations Center, Pacific"
JIOC-SOUTH,"Joint Intelligence Operations Center, South"
JIOC-TRANS,Joint Intelligence Operations Center–Transportation  
JIOP,joint interface operational procedures
JIOP-MTF,joint interface operating procedures-message text formats
JIOWC,Joint Information Operations Warfare Center
JIPC,joint imagery production complex
JIPCL,joint integrated prioritized collection list
JIPOE,joint intelligence preparation of the operational environment
JIPTL,joint integrated prioritized target list
JIS,joint information system
JISE,joint intelligence support element
JITC,joint interoperability test command
JITF-CT,Joint Intelligence Task Force for Combating Terrorism
JIVA,Joint Intelligence Virtual Architecture
JIVU,Joint Intelligence Virtual University
JKDDC,Joint Knowledge Development and Distribution Capability
JKnIFE,Joint Improvised Explosive Device Defeat Organization 
JKnIFE,Knowledge and Information Fusion Exchange
JLCC,joint lighterage control center
JLCC,joint logistics coordination center 
JLE, joint logistics environment 
JLEnt,joint logistics enterprise
JLLIS,Joint Lessons Learned Information System
JLLP,Joint Lessons Learned Program
JLNCHREP, joint launch report
JLOA, joint logistics over-the-shore operation area
JLOC,joint logistics operations center
JLOTS,joint logistics over-the-shore
JLRC,joint logistics readiness center
JLSB,joint line of communications security board
JLSE,joint legal support element
JM&S,joint modeling and simulation
JMAARS,joint model after-action review system
JMAC,Joint Mortuary Affairs Center
JMAG,Joint METOC Advisory Group
JMAO,joint mortuary affairs office
JMAO,joint mortuary affairs officer 
JMAR, joint medical asset repository 
JMAS,joint manpower automation system 
JMAT,joint medical analysis tool
JMAT,joint mobility assistance team 
JMB ,joint meteorology and oceanography board
JMC, joint military command
JMC,joint movement center 
JMCC,joint meteorological and oceanographic coordination cell
JMCG,joint movement control group
JMCIS,Joint Maritime Command Information System
JMCO,joint meteorological and oceanographic coordination organization 
JMCOMS,joint maritime communications system 
JMD,joint manning document
JMeDSAF,joint medical semi-automated forces
JMEEL, joint mission-essential equipment list
JMEM,Joint Munitions Effectiveness Manual
JMET,joint mission-essential task
JMETL,joint mission-essential task list
JMIC,Joint Military Intelligence College
JMIC,joint modular intermodal container 
JMICS,Joint Worldwide Intelligence Communications System 
JMICS,joint mobile integrated communications system
JMIE,joint maritime information element 
JMIP,joint military intelligence program
JMISC,Joint Military Information Support Command
JMISTF,joint military information support task force
JMITC,Joint Military Intelligence Training Center
JMLO,joint medical logistics officer
JMMC,Joint Material Management Center
JMMT,joint military mail terminal
JMNA,joint military net assessment
JMO,joint maritime operations
JMO,joint meteorological and oceanographic officer
JMO,joint munitions office
JMO(AIR),joint maritime operations (air)
JMOC,joint medical operations center
JMP,joint manpower program
JMPA,joint military postal activity
JMPA,joint military satellite communications (MILSATCOM) panel administrator
JMPAB,Joint Materiel Priorities and Allocation Board
JMPS,Joint Mission Planning System
JMPT,Joint Medical Planning Tool
JMRC,joint mobile relay center
JMRO,Joint Medical Regulating Office
JMRR,Joint Monthly Readiness Review
JMSEP,joint modeling and simulation executive panel
JMSWG,Joint Multi-Tactical Digital Information Link (Multi-TADIL) Standards Working Group
JMT,joint military training
JMTCA,joint munitions transportation coordinating activity
JMTCSS,Joint Maritime Tactical Communications Switching System
JMTG,joint military information support operations task group
JMUA,Joint Meritorious Unit Award
JMV,joint METOC viewer
JMWG,joint medical working group
JNCC,joint network operations control center
JNMS,joint network management system
JNOCC,Joint Operation Planning and Execution System (JOPES) Network Operation Control Center
JNPE,joint nuclear planning element
JNSC,Joint Navigation Warfare Center Navigation Warfare Support Cell
JNWC,Joint Navigation Warfare Center
JOA,joint operations area
JOAF,joint operations area forecast
JOC,joint operations center
JOC,joint oversight committee
JOCC,joint operations command center
JOERAD,joint spectrum center ordnance electromagnetic environmental effects risk assessment database
JOG, joint operations graphic
JOGS,joint operation graphics system
JOPES,Joint Operation Planning and Execution System
JOPESIR,Joint Operation Planning and Execution System Incident Reporting System 
JOPESREP,Joint Operation Planning and Execution System Reporting System 
JOPG,joint operations planning group 
JOPP,joint operation planning process
JOPPA,joint operation planning process for air
JOR,joint operational requirement
JORD,joint operational requirements document
JOSE,Joint Operations Security Support Element (Joint Staff)
JOSG,joint operational steering group
JOT&E,joint operational test and evaluation
JOTC,joint operations tasking center
JOTS,Joint Operational Tactical System
JP,joint publication 
JP4,"jet propulsion fuel, type 4 "
JP5,"jet propulsion fuel, type 5 "
JP8,"jet propulsion fuel, type 8"
JPAC,joint planning augmentation cell
JPAC,Joint POW/MIA Accounting Command 
JPADS,joint precision airdrop system 
JPAG,Joint Planning Advisory Group
JPARR, joint personnel accountability reconciliation and reporting
JPASE,joint public affairs support element
JPASE,Joint Public Affairs Support Element   
JPATS,joint primary aircraft training system 
JPAV , joint personnel asset visibility
JPC,joint planning cell
JPC,joint postal cell 
JPD,joint planning document 
JPEC,joint planning and execution community 
JPED,joint personal effects depot 
JPEG,Joint Photographic Experts Group
JPERSTAT,joint personnel status and casualty report
JPG,joint planning group
JPME, joint professional military education
JPMRC,joint patient movement requirements center
JPMT,joint patient movement team 
JPN,joint planning network 
JPO,joint petroleum office
JPO,Joint Program Office 
JPOC,joint personnel operations center
JPOC,joint planning orientation course 
JPOI,joint program of instruction 
JPOM,joint preparation and onward movement 
JPO-STC,Joint Program Office for Special Technology Countermeasures
JPRA,Joint Personnel Recovery Agency
JPRC,joint personnel reception center
JPRC,joint personnel recovery center
JPS,joint processing system
JPSE,Joint Planning Support Element  
JPTTA,joint personnel training and tracking activity
JQR,joint qualification requirements
JQRR,joint quarterly readiness review
JRADS,Joint Resource Assessment Data System
JRB,Joint Requirements Oversight Council (JROC) Review Board
JRC,joint reconnaissance center
JRCC,joint reception coordination center
JRERP,Joint Radiological Emergency Response Plan
JRFL,joint restricted frequency list
JRG,joint review group
JRIC,joint reserve intelligence center
JRIP,Joint Reserve Intelligence Program
JRMB,Joint Requirements and Management Board
JROC,Joint Requirements Oversight Council
JRRB,joint requirements review board
JRS,joint reporting structure
JRSC,jam-resistant secure communications
JRSC,joint rescue sub-center
JRSOI,"joint reception, staging, onward movement, and integration"
JRTC,joint readiness training center
JRX,joint readiness exercise
JS,Joint Staff
JS,the Joint Staff
JSA,joint security area
JSAC,joint strike analysis cell
JSAC,joint strike analysis center
JSAM,joint security assistance memorandum
JSAM,Joint Service Achievement Medal
JSAM,joint standoff surface attack missile
JSAN,Joint Staff automation for the nineties
JSAP,Joint Staff action package
JSAP,Joint Staff action processing
JSAS,joint strike analysis system
JSC,joint security coordinator
JSC,Joint Spectrum Center
JSCAT,joint staff crisis action team
JSCC,joint security coordination center
JSCC,joint Services coordination committee
JSCM,Joint Service Commendation Medal
JSCP,Joint Strategic Capabilities Plan
JSDS,Joint Staff doctrine sponsor
JSEC,joint strategic exploitation center
JSETS,Joint Search and Rescue Satellite-Aided Tracking Electronic Tracking System
JSF,joint support force
JSHO,joint shipboard helicopter operations
JSIDS,joint Services imagery digitizing system
JSIR,joint spectrum interference resolution
JSISC,Joint Staff Information Service Center
JSIT,Joint Operation Planning and Execution System (JOPES) information trace
JSIVA,Joint Staff Integrated Vulnerability Assessment
JSM,Joint Staff Manual
JSME,joint spectrum management element
JSMS,joint spectrum management system
JSO,joint security operations
JSOA,joint special operations area
JSOAC,joint special operations air component
JSOAC,joint special operations aviation component
JSOACC,joint special operations air component commander
JSOC,joint special operations command
JSOFI,Joint Special Operations Forces Institute
JSOTF,joint special operations task force
JSOU,Joint Special Operations University
JSOW,joint stand-off weapon
JSPA,joint satellite communications panel administrator
JSPD,joint strategic planning document
JSPDSA,joint strategic planning document supporting analyses
JSPOC,Joint Space Operations Center
JSPS,Joint Strategic Planning System
JSR,joint strategy review
JSRC,joint subregional command
JSS,joint surveillance system
JSSA,"joint Services survival, evasion, resistance, and escape (SERE) agency"
JSSIS,joint staff support information system
JSST,joint space support team
JSTAR,joint system threat assessment report
JSTARS,Joint Surveillance Target Attack Radar System
JSTE,joint system training exercise
JSTO,joint space tasking order
JT&E,joint test and evaluation
JTA,joint technical architecture
JTAC,joint terminal attack controller
JTAC,Joint Terrorism Analysis Center
JTACE,"joint technical advisory chemical, biological, radiological, and nuclear element Display"
JTADS,Joint Tactical Air Defense System
JTADS,Joint Tactical Display System
JTAGS,joint tactical ground station
JTAGS,joint tactical ground system
JTAIC,Joint Technical Analysis and Integration Cell
JTAO,joint tactical air operations
JTAR,joint tactical air strike request
JTASC,joint training analysis and simulation center
JTASG,Joint Targeting Automation Steering Group
JTAV-IT,joint total asset visibility-in theater
JTB,Joint Transportation Board
JTC,joint technical committee
JTC,Joint Training Confederation
JTCB,joint targeting coordination board
JTCC,joint transportation coordination cell
JTCC,joint transportation coordination center
JTCC,joint transportation corporate information management center
JTCOIC,Joint Training Counter-Improvised Explosive Device Operations Integration Center
JTD,joint table of distribution
JTD,joint theater distribution
JTDC,joint track data coordinator
JTF,joint task force
JTF-6,joint task force-6
JTF-AK,Joint Task Force-Alaska
JTF-B,joint task force-Bravo
JTFCEM,joint task force contingency engineering management
JTF-CM,joint task force - consequence management
JTF-CS,Joint Task Force-Civil Support
JTF-E,joint task force - elimination
JTF-GNO,Joint Task Force-Global Network Operations
JTF-GTMO,Joint Task Force-Guantanamo
JTF-HD,Joint Task Force-Homeland Defense
JTF HQ,joint task force headquarters
JTF-MAO,joint task force - mortuary affairs office
JTF-N,Joint Task Force-North
JTFP,Joint Tactical Fusion Program
JTF-PO,joint task force-port opening
JTFS,joint task force surgeon
JTF-State,joint task force-state
JTIC,joint transportation intelligence center
JTIDS,Joint Tactical Information Distribution System
JTL,joint target list
JTLM,joint theater logistics management
JTLS,joint theater-level simulation
JTM,joint training manual
JTMD,joint table of mobilization and distribution
JTMD,Joint Terminology Master Database
JTMP,joint training master plan
JTMS,joint theater movement staff
JTMS,joint training master schedule
JTP,joint test publication
JTP,joint training plan
JTR,Joint Travel Regulations
JTRB,joint telecommunication resources board
JTS,Joint Targeting School
JTS,Joint Training System
JTSCC,joint theater support contracting command
JTSSCCB,Joint Tactical Switched Systems Configuration Control Board
JTSST,joint training system support team
JTT,joint targeting toolbox
JTT, joint training team
JTTF,joint terrorism task force
JTWG,joint targeting working group
JU,Joint Tactical Information Distribution System unit
JUH-MTF,Joint User Handbook-Message Text Formats
JUIC,joint unit identification code
JUO,joint urban operation
JUON,joint urgent operational need
JUSMAG,Joint United States Military Advisory Group
JUWTF,joint unconventional warfare task force
JV,Joint Vision
JV 2020,Joint Vision 2020
JVB,joint visitors bureau
JVIDS,Joint Visual Integrated Display System
JVSEAS,Joint Virtual Security Environment Assessment System
JWAC,Joint Warfare Analysis Center
JWARS,Joint Warfare Analysis and Requirements System
JWC,Joint Warfare Center
JWFC,Joint Warfighting Center
JWG,joint working group
JWICS,Joint Worldwide Intelligence Communications System
JWID,joint warrior interoperability demonstration
k,thousand
Ka,Kurtz-above band
KAL,key assets list
KAPP,Key Assets Protection Program
kb,kilobit
kbps,kilobits per second
KC-135,Stratotanker
KEK,key encryption key
KG,key generator
kg,kilogram
kHz,kilohertz
K-Kill,catastrophic kill
KLE,key leader engagement
KLIP,key doctrine element-linked information package
km,kilometer
KMC,knowledge management center
KNP,Korean National Police
KP,key pulse
kph,kilometers per hour
KPP,key performance parameter
KQ ID,tactical location identifier
kt,kiloton(s)
kt,knot (nautical miles per hour)
Ku,Kurtz-under band
kVA,kilo Volt-Amps
KVG,key variable generator
kW,kilowatt
KWOC,keyword-out-of-context
L,length
l,search subarea length
LA,lead agent
LA,legal adviser
LA,line amplifier
LA,loop key generator (LKG) adapter 
LAADS, low altitude air defense system 
LAAM,light anti-aircraft missile
LABS,laser airborne bathymetry system
LACV,"lighter, air cushioned vehicle"
LAD, latest arrival date
LAD,launch area denied
LAMPS,Light Airborne Multipurpose System (helicopter)
LAN,local area network
LANDCENT,Allied Land Forces Central Europe
LANDSAT,land satellite
LANDSOUTH,Allied Land Forces Southern Europe
LANTIRN,low-altitude navigation and targeting infrared for night
LAO,limited attack option
LARC,"lighter, amphibious resupply, cargo"
LARC-V,"lighter, amphibious resupply, cargo, 5 ton"
LARS,lightweight airborne recovery system
LASH,lighter aboard ship
LAT,latitude
LAV, light armored vehicle
lb,pound
lbs.,pounds
LBR,Laser Beam Rider
LC,lake current
LC,legal counsel
LCAC,"landing craft, air cushion"
LCADS ,low-cost aerial delivery system
LCAP,low combat air patrol 
LCB,line of constant bearing 
LCC,amphibious command ship
LCC,land component commander 
LCC,launch control center
LCC,lighterage control center
LCC,link communications circuit
LCC,logistics component command 
LCCS,landing craft control ship 
LCE,logistics capability estimator
LCE,logistics combat element 
LCES,line conditioning equipment scanner
LCM,"landing craft, mechanized"
LCM,letter-class mail
LCM,life-cycle management 
LCMC,life cycle management command 
LCO,landing craft air cushion control officer
LCO,lighterage control officer 
LCP,lighterage control point 
LCPL,"landing craft, personnel, light "
LCS,landing craft air cushion control ship
LCSR,life cycle systems readiness
LCU,"landing craft, utility"
LCU,launch correlation unit
LCVP,"landing craft, vehicle, personnel"
LD,line of departure
LDA,limited depository account
LDF,lightweight digital facsimile
LDI,line driver interface
LDO,laser designator operator
LDR,leader
LDR,low data rate
LE,law enforcement
LE,low-order explosives
LEA,law enforcement agency
LEAP,Light ExoAtmospheric Projectile
LEASAT,leased satellite
LEAU,Law Enforcement Assistance Unit (FAA)
LEC,lead environmental component
LECIC,Law Enforcement and Counterintelligence Center (DOD)
LED,law enforcement desk
LED,light emitting diode
LEDET,law enforcement detachment (USCG)
LEGAT,legal attaché
LEIP,Law Enforcement Intelligence Program (USCG)
LEMP,low-altitude electromagnetic pulse
LEO,law enforcement operations
LEO,light emitting diode
LEP,laser eye protection
LEP,light emitting diode
LEP,linear error probable
LERSM,lower echelon reporting and surveillance module
LERTCON,alert condition
LES,law enforcement sensitive
LES,leave and earnings statement
LES, linear error probable
LESO,Law Enforcement Support Office
LET,light equipment transport
L-EWE,land-electronic warfare element
LF,landing force
,leave and earnings statement
LFA,lead federal agency
LFOC,landing force operations center
LFORM,landing force operational reserve material
LFSP,landing force support party
LfV,Landesamt für Verfassungsschutz (regional authority for constitutional protection)
LG,deputy chief of staff for logistics
LGB,laser-guided bomb
LGM,laser-guided missile
,leave and earnings statement
LGM-30,Minuteman
LGW,laser-guided weapon
LHA,amphibious assault ship (general purpose)
LHD,amphibious assault ship (multipurpose)
LHT,line-haul tractor
LIDAR,light detection and ranging
LIF,light interference filter
LIMDIS,limited distribution
LIMFAC,limiting factor
LIPS,Logistics Information Processing System
LIS,logistics information system
LIWA,land information warfare activity
LJDAM,laser-guided joint direct attack munition
LKG,loop key generator
LKP,last known position
LL,lessons learned
LLLGB,low-level laser-guided bomb
LLLTV,low-light level television
LLSO,low-level source operation
LLTR,low-level transit route
LM,loop modem
LMARS,Logistics Metrics Analysis Reporting System
LMAV,laser MAVERICK
LMF,language media format
LMSR,"large, medium-speed roll-on/roll-off"
LN,lead nation
LN,local national
LNA,low voice amplifier
LNI,Library of National Intelligence
LNO,liaison officer
LO,low observable
LOA,Lead Operational Authority
LOA,leave and earnings statement
LOA,letter of offer and acceptance
LOA,lodgment operational area
LOA,logistics over-the-shore operation area
LOAC,law of armed conflict
LOAL,lock-on after launch
LOBL,lock-on before launch
LOC,line of communications
LOC,logistics operations center
LOC ACC,location accuracy
LOCAP,low combat air patrol
LOCE,Linked Operational Intelligence Centers Europe
LOCE,Linked Operations-Intelligence Centers Europe
LOD,line of departure
LOE,letter of evaluation
LOE,line of effort
LOG,logistics
LOGAIR,logistics aircraft
LOGAIS,logistics automated information system
LOGCAP,logistics civil augmentation program
LOGCAT,logistics capability assessment tool
LOGDET,logistics detail
LOGEX,logistics exercise
LOGFAC,Logistics Feasibility Assessment Capability
LOGFOR,logistics force packaging system
LOGMARS,logistics applications of automated marking and reading symbols
LOGMOD,logistics module
LOGPLAN,logistics planning system
LOGSAFE,logistic sustainment analysis and feasibility estimator
LOI,letter of instruction
LOI,loss of input
LO/LO,lift-on/lift-off
LOMEZ,low-altitude missile engagement zone
LONG,longitude
LOO,line of operation
LOP,line of position
LORAN,long-range aid to navigation
LO/RO,lift-on/roll-off
LOROP,long range oblique photography
LOS,line of sight
LOTS,logistics over-the-shore
LOX,liquid oxygen
LP,listening post
LPD,amphibious transport dock
LPD,low probability of detection
LPH,"amphibious assault ship, landing platform helicopter"
LPI,low probability of intercept
LPSB,logistics procurement support board
LPU,line printer unit
LPV,laser-protective visor
LRC,logistics readiness center
LRD,laser range finder-detector
LRF,laser range finder
LRF/D,laser range finder/detector
LRG,long-range aircraft
LRM,low rate multiplexer
LRN,Laboratory Response Network  
LRO,lighterage repair officer
LRP,load and roll pallet
LRRP,long range reconnaissance patrol
LRS,launch and recovery site
LRS,Logistics Readiness Squadron
LRST,long-range surveillance team
LRSU,long-range surveillance unit
LRT,logistics response time
LSA,logistic support analysis
LSA,logistics supportability analysis
LSB,landing support battalion
LSB,logistics supportability analysis
LSC,lead Service for contracting
LSCC,lead Service for contracting coordination
LSCDM,low speed cable driver modem
LSD ,dock landing ship
LSD ,least significant digit 
LSE, landing signalman enlisted
LSE,logistic support element 
LSO,landing safety officer
LSO,landing signals officer
 LSPR,low speed pulse restorer 
LSS,laser spot search
LSS,local sensor subsystem
LSS,logistics support system 
LST,laser spot tracker
LST,tank landing ship 
LSU, logistics civil augmentation program support unit 
LSV,logistics support vessel 
LT,large tug
LT,local terminal
LT,long ton
L/T,long ton 
LTD,laser target designator
LTD/R,laser target designator/ranger 
LTF,logistics task force 
LtF,Lead the Fleet
LTG, local timing generator 
LTIOV,latest time information is of value
LTL,laser-to-target line
LTON,long ton 
LTS,low-altitude navigation and targeting infrared for night (LANTIRN) targeting system  
LTT,loss to theater 
LTU,line termination unit 
LUT, local user terminal
LVS,Logistics Vehicle System
LW,leeway
LWR,Lutheran World Relief
LZ,landing zone
LZCO,landing zone control officer 
M,million
M&E,monitoring and evaluation
M&S,modeling and simulation
M88A1,recovery vehicle
MA,medical attendant
MA,military action
MA,mortuary affairs
mA,milliampere(s)
MAAG,military assistance advisory group
MAAP,master air attack plan
MAC,mobility assault company
MAC,Mortuary Affairs Center
MACB,multinational acquisition and contracting board
MACC,Modification Airworthiness Certification Criteria 
MACCS,Marine air command and control system
MACG,Marine air control group
MACOM,major command
MACP,mortuary affairs collection point
MACRMS,mortuary affairs contaminated remains mitigation site
MACS,Marine air control squadron
MACSAT,multiple access commercial satellite
MAD,Militärischer Abschirmdienst (military protection service)
MAD,logistics supportability analysis
MADCP,mortuary affairs decontamination collection point
MADS,military information support operations automated data system
MAEB,mean area of effectiveness for blast
MAEF,mean area of effectiveness for fragments
MAF,mobility air forces
MAFC,Marine air-ground task force (MAGTF) all-source fusion center
MAG,Marine aircraft group
MAG,maritime assessment group
MAG,military assignment group
MAGTF,Marine air-ground task force
MAGTF ACE,Marine air-ground task force aviation combat element
MAJCOM,major command
MANFOR,manpower force packaging system
MANPADS,man-portable air defense system
MANPER,manpower and personnel module
MAOC-N,Maritime Analysis and Operations Center-Narcotics
MAP,Military Assistance Program
MAP,missed approach point
MAP,missed approach procedure
MAR,METOC assistance request
MARAD,Maritime Administration
MARAD RRF,Maritime Administration Ready Reserve Force 
MARCORLOGCOM,Marine Corps Logistics Command 
MARCORMATOCOM,Marine Corps Materiel Command
MARCORSYSCOM,Marine Corps Systems Command
MARDIV,Marine division
MARFOR,Marine Corps forces
MARFOREUR,"Marine Corps Forces, Europe"
MARFORLANT,"Marine Corps Forces, Atlantic"
MARFORNORTH,"Marine Corps Forces, North"
MARFORPAC,"Marine Corps Forces, Pacific"
MARFORSOUTH,"Marine Corps Forces, South"
MARFORSTRAT,"United States Marine Corps Forces, United States Strategic Command"
MARINCEN,Maritime Intelligence Center
Marine TACC,Marine Corps tactical air command center
MARLE,Marine liasion element
MARLO,Marine liasion officer
MARO,mass atrocity response operations
MAROP,marine operators
MARPOL,International Convention for the Prevention of Pollution from Ships
MARS,Military Auxiliary Radio System
MARSA,military assumes responsibility for separation of aircraft
MARSOC,"United States Marine Corps Forces, Special Operations Command"
MARSOF,Marine Corps special operations forces
MART,mobile Automatic Digital Network (AUTODIN) remote terminal
MARTS,Mortuary Affairs Reporting and Tracking System
MAS,maritime air support
MAS,military information support operations automated system 
MASO,Munitions Accountable Systems Officers
MASCAL,mass casualty
MASF,mobile aeromedical staging facility
MASH,mobile Army surgical hospital
MASINT,measurement and signature intelligence
MASLO,measurement and signature intelligence liaison officer
MAST,military assistance to safety and traffic
MAST,mobile ashore support terminal
MAT,medical analysis tool
MATCALS,Marine air traffic control and landing system
MATCS,Marine air traffic control squadron
M/ATMP,Missiles/Air Target Materials Program
MAW,Marine aircraft wing
MAX,maximum
MAXORD,maximum ordinate
MB,medium boat
MB,megabyte
MB,military information support operations battalion
MBBLs,thousands of barrels
MBCDM,medical biological chemcial defense materiel
MBI,major budget issue
Mbps,megabytes per second
Mbs,megabits per second
MC,Military Committee
MC,military community 
MC,mission-critical
MC-130,mission-critical
MC4EB,"Military Command, Control, Communications and Computers Executive Board "
MCA,mail control activity
MCA,maximum calling area
MCA,military civic action
MCA,mission concept approval
MCA,movement control agency 
MCAG,maritime civil affairs group 
MCAP,maximum calling area precedence 
MCAS,Marine Corps air station
MCAST,maritime civil affairs and security training
MCAT,maritime civil affairs team 
MCB,movement control battalion
MCBAT,medical chemical biological advisory team
MCC,Marine component commander
MCC,maritime component commander 
MCC,master control center
MCC,military cooperation committee
MCC,military coordinating committee
MCC,military counterintelligence collections
MCC,mission control center
MCC,mobility control center
MCC,movement control center 
MCCC,mobile consolidated command center
MCCDC,Marine Corps Combat Development Command
MCCISWG,"military command, control, and information systems working group "
MCD,medical crew director 
MCDA,military and civil defense assets
MCDP,Marine Corps doctrine publication
MCDS,modular cargo delivery system
MCEB,Military Communications-Electronics Board
MCESG,Marine Corps Embassy Security Group
MCEWG,Military Communications-Electronics Working Group
MC/FI,mass casualty/fatality incident 
MCI,multinational communications integration
MCIA,Military Communications-Electronics Working Group
MCIO,military criminal investigative organization
MCIOC,Marine Corps Information Operations Center
MCIP,Marine Corps interim publication
MCIP,military command inspection program
MCIP,military customs inspection program 
MCJSB, Military Committee Joint Standardization Board 
MCM,mine countermeasures 
MCM,military classification manual
MCM,Manual for Courts-Martial
MCMC,mine countermeasures 
MCMG,Military Committee Meteorological Group
MCMO,medical civil-military operations
MCMOPS,mine countermeasures operations
M/CM/S,"mobility, countermobility, and/or survivability"
MCMREP,mine countermeasure report
MCMRON,mine countermeasures squadron
MCO,major combat operation
MCO,Mapping Customer Operations
MCO,Marine Corps order
MCOO,modified combined obstacle overlay
MCRP,Marine Corps reference publication
MCS,maneuver control system
MCS,Military Capabilities Study
MCS,mine countermeasures ship
MCS,modular causeway system
MCSB,Marine Cryptologic Support Battalion
MCSF,mobile cryptologic support facility
MCSFB,Marine Corps security force battalion
MCSFR,Marine Corps Security Force Regiment
MCT,movement control team
MCTC,Midwest Counterdrug Training Center
MCTFT,Multijurisdictional Counterdrug Task Force Training
MCTOG,Marine Corps Tactics and Operations Group
MCU,maintenance communications unit
MCW,modulated carrier wave
MCWL,Marine Corps Warfighting Lab
MCWP,Marine Corps warfighting publication
MCX,Marine Corps Exchange
MDA,Magen David Adom (Israeli equivalent of the Red Cross)
MDA,modular causeway system
MDA,Missile Defense Agency
M-DARC,military direct access radar channel
MDBS,blood support medical detachment
MDCI,multidiscipline counterintelligence
MDCO,Military Department counterintelligence organization
MDDOC,Marine air-ground task force deployment and distribution operations center
MDF,Main Defense Forces
MDF,Missile Defense Agency
MDITDS,migration defense intelligence threat data system
MDITDS,Modernized Defense Intelligence Threat Data System
MDM,maritime defense measure
MDMA,methylenedioxymethamphetamine
MDR,medium data rate
MDRO,mission disaster response officer
MDS,Message Dissemination Subsystem
MDS,mission design series
MDSS II,Marine air-ground task force Deployment Support System II
MDSU,mobile diving and salvage unit
MDU,military information support operations distribution unit
MDW,Military District of Washington
MDZ,maritime defense zone
MEA,munitions effect assessment
MEA,munitions effectiveness assessment
MEAS,military information support operations effects analysis subsystem
MEB,maneuver enhancement brigade
MEB,Marine expeditionary brigade
MEBU,mission essential backup
MEC,medium endurance cutter
ME/C,medical examiner and/or coroner
MED,manipulative electronic deception
MEDAL,Mine Warfare Environmental Decision Aids Library
MEDCAP,medical civic action program
MEDCC,medical coordination cell
MEDCOM,medical command
,US Army Medical Command
MEDCOM (DS),medical command (deployment support)
MEDEVAC,medical evacuation
MEDINT,medical intelligence
MEDLOG,medical logistics
MEDLOGCO,medical logistics company
MEDLOG JR,"medical logistics, junior"
MEDLOG support,medical logistics support
MEDMOB,Medical Mobilization Planning and Execution System
MEDNEO,medical noncombatant evacuation operation
MEDREG,medical regulating
MEDREGREP,medical regulating report
MEDRETE,medical readiness training exercise
MEDS,meteorological data system
MEDSOM,"medical supply, optical, and maintenance unit"
MEDSTAT,medical status
MEF,Marine expeditionary force
MEFPAKA,manpower and equipment force packaging
MEJA,Military Extraterritorial Jurisdiction Act
MEL,maintenance expenditure limit
MEL,minimum equipment list
MEO,medium Earth orbit
MEO,military equal opportunity
MEP,mobile electric power
MEPCOM,military entrance processing command
MEPES,Medical Planning and Execution System
MEPRS,Military Entrance Processing and Reporting System
MERCO,merchant ship reporting and control
MERSHIPS,merchant ships
MES,medical equipment set
MESAR,minimum-essential security assistance requirements
MESF,maritime expeditionary security force
MESFC,maritime expeditionary security force commander
MESO,maritime expeditionary security operations
MET,medium equipment transporter
MET,mobile environmental team
METAR,meteorological airfield report
METAR,meteorological aviation report
METARS,routine aviation weather report
METCON,control of meteorological information
METCON,meteorological control
METL,mission-essential task list
METMF,meteorological mobile facility
METMR(R),meteorological mobile facility (replacement)
ETOC,Engine Total Ownership Cost 
METOC,meteorological and oceanographic
METSAT,meteorological satellite
METT-T,"mission, enemy, terrain and weather, troops and support available-time available"
METT-TC,"mission, enemy, terrain and weather, troops and support available-time available and civil considerations"
METWATCH,meteorological watch
MEU,Marine expeditionary unit
MEVA,mission essential vulnerable area
MEWSG,Multi-Service Electronic Warfare Support Group
MEZ,missile engagement zone
MF,medium frequency
MF,meteorological control
MF,multi-frequency
MFC,multinational force commander
MFDS,Modular Fuel Delivery System
MFE,manpower force element
MFE,mobile field exchange
MFFIMS,mass fatality field information management system
MFO,multinational force and observers
MFP,major force program
MFPC,maritime future plans center
MFPF,minefield planning folder
MFS,multifunction switch
MG,military information support operations group
